Source,Target,Type,Id,Label,Weight
298,265,Directed,6035,,1
141,72,Directed,6036,,1
285,313,Directed,6037,,1
22,339,Directed,6038,,1
343,44,Directed,6039,,1
128,26,Directed,6040,,1
178,213,Directed,6041,,1
213,246,Directed,6042,,1
340,339,Directed,6043,,1
334,339,Directed,6044,,1
342,56,Directed,6045,,1
67,75,Directed,6046,,1
277,105,Directed,6047,,1
78,218,Directed,6048,,1
330,249,Directed,6049,,1
25,119,Directed,6050,,1
67,186,Directed,6051,,1
29,338,Directed,6052,,1
291,272,Directed,6053,,1
122,128,Directed,6054,,1
142,271,Directed,6055,,1
119,122,Directed,6056,,1
194,101,Directed,6057,,1
176,170,Directed,6058,,1
159,281,Directed,6059,,1
299,187,Directed,6060,,1
13,98,Directed,6061,,1
103,169,Directed,6062,,1
266,242,Directed,6063,,1
102,296,Directed,6064,,1
257,280,Directed,6065,,1
66,56,Directed,6066,,1
94,80,Directed,6067,,1
59,186,Directed,6068,,1
143,227,Directed,6069,,1
69,67,Directed,6070,,1
239,322,Directed,6071,,1
142,31,Directed,6072,,1
332,331,Directed,6073,,1
313,315,Directed,6074,,1
177,225,Directed,6075,,1
72,113,Directed,6076,,1
324,136,Directed,6077,,1
50,314,Directed,6078,,1
269,58,Directed,6079,,1
277,175,Directed,6080,,1
40,280,Directed,6081,,1
178,88,Directed,6082,,1
346,196,Directed,6083,,1
21,332,Directed,6084,,1
325,265,Directed,6085,,1
342,98,Directed,6086,,1
148,50,Directed,6087,,1
170,128,Directed,6088,,1
141,291,Directed,6089,,1
200,67,Directed,6090,,1
161,339,Directed,6091,,1
9,105,Directed,6092,,1
324,22,Directed,6093,,1
108,36,Directed,6094,,1
119,271,Directed,6095,,1
280,252,Directed,6096,,1
21,142,Directed,6097,,1
94,320,Directed,6098,,1
45,122,Directed,6099,,1
1,48,Directed,6100,,1
136,56,Directed,6101,,1
67,109,Directed,6102,,1
123,186,Directed,6103,,1
115,140,Directed,6104,,1
26,122,Directed,6105,,1
199,238,Directed,6106,,1
227,68,Directed,6107,,1
322,323,Directed,6108,,1
203,9,Directed,6109,,1
200,199,Directed,6110,,1
116,149,Directed,6111,,1
185,103,Directed,6112,,1
115,262,Directed,6113,,1
30,9,Directed,6114,,1
276,98,Directed,6115,,1
341,322,Directed,6116,,1
274,21,Directed,6117,,1
98,261,Directed,6118,,1
142,277,Directed,6119,,1
21,239,Directed,6120,,1
211,56,Directed,6121,,1
80,300,Directed,6122,,1
186,59,Directed,6123,,1
315,313,Directed,6124,,1
196,330,Directed,6125,,1
194,180,Directed,6126,,1
242,249,Directed,6127,,1
257,25,Directed,6128,,1
276,9,Directed,6129,,1
304,224,Directed,6130,,1
204,130,Directed,6131,,1
277,57,Directed,6132,,1
96,190,Directed,6133,,1
345,285,Directed,6134,,1
230,307,Directed,6135,,1
56,203,Directed,6136,,1
204,92,Directed,6137,,1
141,199,Directed,6138,,1
150,163,Directed,6139,,1
247,29,Directed,6140,,1
25,104,Directed,6141,,1
242,53,Directed,6142,,1
186,203,Directed,6143,,1
56,122,Directed,6144,,1
246,339,Directed,6145,,1
223,172,Directed,6146,,1
73,48,Directed,6147,,1
185,322,Directed,6148,,1
50,113,Directed,6149,,1
276,236,Directed,6150,,1
282,244,Directed,6151,,1
31,308,Directed,6152,,1
211,272,Directed,6153,,1
148,113,Directed,6154,,1
211,128,Directed,6155,,1
184,281,Directed,6156,,1
344,104,Directed,6157,,1
338,203,Directed,6158,,1
29,118,Directed,6159,,1
176,26,Directed,6160,,1
55,170,Directed,6161,,1
69,26,Directed,6162,,1
277,332,Directed,6163,,1
338,252,Directed,6164,,1
271,25,Directed,6165,,1
213,345,Directed,6166,,1
304,203,Directed,6167,,1
72,232,Directed,6168,,1
48,73,Directed,6169,,1
127,21,Directed,6170,,1
56,238,Directed,6171,,1
208,188,Directed,6172,,1
312,14,Directed,6173,,1
72,56,Directed,6174,,1
40,231,Directed,6175,,1
98,325,Directed,6176,,1
127,281,Directed,6177,,1
122,142,Directed,6178,,1
319,89,Directed,6179,,1
242,266,Directed,6180,,1
266,80,Directed,6181,,1
328,4,Directed,6182,,1
322,128,Directed,6183,,1
94,315,Directed,6184,,1
21,203,Directed,6185,,1
339,129,Directed,6186,,1
172,98,Directed,6187,,1
48,88,Directed,6188,,1
188,56,Directed,6189,,1
199,325,Directed,6190,,1
317,132,Directed,6191,,1
170,304,Directed,6192,,1
274,75,Directed,6193,,1
248,67,Directed,6194,,1
186,45,Directed,6195,,1
161,87,Directed,6196,,1
291,188,Directed,6197,,1
25,148,Directed,6198,,1
277,325,Directed,6199,,1
86,225,Directed,6200,,1
211,13,Directed,6201,,1
100,323,Directed,6202,,1
246,315,Directed,6203,,1
21,105,Directed,6204,,1
170,342,Directed,6205,,1
226,28,Directed,6206,,1
334,132,Directed,6207,,1
190,23,Directed,6208,,1
322,118,Directed,6209,,1
199,239,Directed,6210,,1
318,261,Directed,6211,,1
188,67,Directed,6212,,1
113,271,Directed,6213,,1
297,188,Directed,6214,,1
264,91,Directed,6215,,1
326,28,Directed,6216,,1
113,26,Directed,6217,,1
339,87,Directed,6218,,1
104,186,Directed,6219,,1
346,101,Directed,6220,,1
236,62,Directed,6221,,1
239,122,Directed,6222,,1
199,172,Directed,6223,,1
67,272,Directed,6224,,1
347,129,Directed,6225,,1
188,291,Directed,6226,,1
127,108,Directed,6227,,1
25,252,Directed,6228,,1
272,9,Directed,6229,,1
233,256,Directed,6230,,1
326,116,Directed,6231,,1
26,334,Directed,6232,,1
239,26,Directed,6233,,1
333,149,Directed,6234,,1
133,40,Directed,6235,,1
197,272,Directed,6236,,1
104,200,Directed,6237,,1
84,224,Directed,6238,,1
223,271,Directed,6239,,1
302,24,Directed,6240,,1
242,204,Directed,6241,,1
188,239,Directed,6242,,1
342,211,Directed,6243,,1
85,322,Directed,6244,,1
125,119,Directed,6245,,1
272,211,Directed,6246,,1
239,313,Directed,6247,,1
45,200,Directed,6248,,1
303,322,Directed,6249,,1
103,285,Directed,6250,,1
5,180,Directed,6251,,1
297,322,Directed,6252,,1
199,56,Directed,6253,,1
196,266,Directed,6254,,1
195,4,Directed,6255,,1
238,203,Directed,6256,,1
142,161,Directed,6257,,1
347,168,Directed,6258,,1
67,62,Directed,6259,,1
315,203,Directed,6260,,1
170,268,Directed,6261,,1
128,271,Directed,6262,,1
111,310,Directed,6263,,1
62,142,Directed,6264,,1
14,151,Directed,6265,,1
313,60,Directed,6266,,1
92,94,Directed,6267,,1
21,277,Directed,6268,,1
48,203,Directed,6269,,1
180,48,Directed,6270,,1
29,252,Directed,6271,,1
40,334,Directed,6272,,1
239,119,Directed,6273,,1
252,103,Directed,6274,,1
104,25,Directed,6275,,1
333,343,Directed,6276,,1
36,135,Directed,6277,,1
257,344,Directed,6278,,1
203,170,Directed,6279,,1
248,252,Directed,6280,,1
303,221,Directed,6281,,1
56,9,Directed,6282,,1
59,252,Directed,6283,,1
327,89,Directed,6284,,1
186,62,Directed,6285,,1
85,271,Directed,6286,,1
161,62,Directed,6287,,1
265,67,Directed,6288,,1
175,86,Directed,6289,,1
272,236,Directed,6290,,1
236,88,Directed,6291,,1
329,150,Directed,6292,,1
99,68,Directed,6293,,1
106,169,Directed,6294,,1
325,172,Directed,6295,,1
156,67,Directed,6296,,1
17,310,Directed,6297,,1
180,187,Directed,6298,,1
119,199,Directed,6299,,1
82,118,Directed,6300,,1
166,202,Directed,6301,,1
95,319,Directed,6302,,1
172,29,Directed,6303,,1
178,30,Directed,6304,,1
332,203,Directed,6305,,1
130,300,Directed,6306,,1
342,63,Directed,6307,,1
113,67,Directed,6308,,1
277,55,Directed,6309,,1
284,197,Directed,6310,,1
324,332,Directed,6311,,1
272,285,Directed,6312,,1
142,285,Directed,6313,,1
131,227,Directed,6314,,1
322,246,Directed,6315,,1
62,67,Directed,6316,,1
204,53,Directed,6317,,1
5,204,Directed,6318,,1
271,276,Directed,6319,,1
338,31,Directed,6320,,1
20,2,Directed,6321,,1
275,195,Directed,6322,,1
1,299,Directed,6323,,1
308,21,Directed,6324,,1
188,30,Directed,6325,,1
55,239,Directed,6326,,1
261,123,Directed,6327,,1
98,280,Directed,6328,,1
161,26,Directed,6329,,1
203,186,Directed,6330,,1
2,226,Directed,6331,,1
242,180,Directed,6332,,1
31,200,Directed,6333,,1
119,208,Directed,6334,,1
297,280,Directed,6335,,1
142,104,Directed,6336,,1
269,119,Directed,6337,,1
346,127,Directed,6338,,1
7,38,Directed,6339,,1
67,345,Directed,6340,,1
271,322,Directed,6341,,1
22,277,Directed,6342,,1
332,324,Directed,6343,,1
82,56,Directed,6344,,1
272,297,Directed,6345,,1
252,325,Directed,6346,,1
155,157,Directed,6347,,1
69,25,Directed,6348,,1
20,115,Directed,6349,,1
133,271,Directed,6350,,1
9,128,Directed,6351,,1
168,7,Directed,6352,,1
236,271,Directed,6353,,1
53,191,Directed,6354,,1
231,232,Directed,6355,,1
19,293,Directed,6356,,1
158,339,Directed,6357,,1
84,82,Directed,6358,,1
53,54,Directed,6359,,1
275,78,Directed,6360,,1
203,268,Directed,6361,,1
144,151,Directed,6362,,1
64,171,Directed,6363,,1
4,306,Directed,6364,,1
237,51,Directed,6365,,1
55,56,Directed,6366,,1
185,119,Directed,6367,,1
13,236,Directed,6368,,1
199,128,Directed,6369,,1
277,120,Directed,6370,,1
297,203,Directed,6371,,1
346,272,Directed,6372,,1
108,320,Directed,6373,,1
178,345,Directed,6374,,1
213,272,Directed,6375,,1
82,148,Directed,6376,,1
221,285,Directed,6377,,1
56,334,Directed,6378,,1
200,55,Directed,6379,,1
56,136,Directed,6380,,1
326,162,Directed,6381,,1
181,275,Directed,6382,,1
56,298,Directed,6383,,1
147,95,Directed,6384,,1
185,22,Directed,6385,,1
212,172,Directed,6386,,1
67,9,Directed,6387,,1
13,148,Directed,6388,,1
54,1,Directed,6389,,1
40,271,Directed,6390,,1
239,109,Directed,6391,,1
304,109,Directed,6392,,1
109,158,Directed,6393,,1
343,111,Directed,6394,,1
271,277,Directed,6395,,1
261,313,Directed,6396,,1
249,266,Directed,6397,,1
236,69,Directed,6398,,1
25,72,Directed,6399,,1
276,271,Directed,6400,,1
306,275,Directed,6401,,1
222,118,Directed,6402,,1
315,322,Directed,6403,,1
112,19,Directed,6404,,1
142,9,Directed,6405,,1
133,236,Directed,6406,,1
9,334,Directed,6407,,1
146,50,Directed,6408,,1
329,332,Directed,6409,,1
268,118,Directed,6410,,1
304,257,Directed,6411,,1
186,285,Directed,6412,,1
169,318,Directed,6413,,1
101,187,Directed,6414,,1
291,31,Directed,6415,,1
20,226,Directed,6416,,1
300,346,Directed,6417,,1
291,258,Directed,6418,,1
148,25,Directed,6419,,1
150,329,Directed,6420,,1
62,239,Directed,6421,,1
142,323,Directed,6422,,1
186,67,Directed,6423,,1
82,13,Directed,6424,,1
94,24,Directed,6425,,1
119,109,Directed,6426,,1
44,312,Directed,6427,,1
276,200,Directed,6428,,1
313,98,Directed,6429,,1
53,317,Directed,6430,,1
26,271,Directed,6431,,1
297,9,Directed,6432,,1
67,323,Directed,6433,,1
168,22,Directed,6434,,1
170,290,Directed,6435,,1
329,197,Directed,6436,,1
226,312,Directed,6437,,1
59,261,Directed,6438,,1
56,60,Directed,6439,,1
232,21,Directed,6440,,1
194,204,Directed,6441,,1
169,26,Directed,6442,,1
30,322,Directed,6443,,1
21,119,Directed,6444,,1
302,330,Directed,6445,,1
237,84,Directed,6446,,1
243,167,Directed,6447,,1
109,331,Directed,6448,,1
175,19,Directed,6449,,1
323,3,Directed,6450,,1
30,200,Directed,6451,,1
67,196,Directed,6452,,1
121,206,Directed,6453,,1
271,141,Directed,6454,,1
308,246,Directed,6455,,1
324,301,Directed,6456,,1
172,271,Directed,6457,,1
324,150,Directed,6458,,1
148,229,Directed,6459,,1
226,41,Directed,6460,,1
297,323,Directed,6461,,1
28,326,Directed,6462,,1
104,26,Directed,6463,,1
116,312,Directed,6464,,1
9,85,Directed,6465,,1
9,199,Directed,6466,,1
92,187,Directed,6467,,1
320,300,Directed,6468,,1
331,118,Directed,6469,,1
21,88,Directed,6470,,1
55,277,Directed,6471,,1
76,270,Directed,6472,,1
218,273,Directed,6473,,1
62,323,Directed,6474,,1
158,304,Directed,6475,,1
69,304,Directed,6476,,1
291,7,Directed,6477,,1
324,119,Directed,6478,,1
17,116,Directed,6479,,1
87,246,Directed,6480,,1
109,322,Directed,6481,,1
108,281,Directed,6482,,1
30,73,Directed,6483,,1
186,200,Directed,6484,,1
249,194,Directed,6485,,1
342,172,Directed,6486,,1
54,329,Directed,6487,,1
25,141,Directed,6488,,1
188,26,Directed,6489,,1
315,323,Directed,6490,,1
25,297,Directed,6491,,1
242,158,Directed,6492,,1
119,188,Directed,6493,,1
108,184,Directed,6494,,1
26,176,Directed,6495,,1
203,308,Directed,6496,,1
342,21,Directed,6497,,1
44,111,Directed,6498,,1
142,303,Directed,6499,,1
138,19,Directed,6500,,1
339,148,Directed,6501,,1
324,213,Directed,6502,,1
285,164,Directed,6503,,1
265,331,Directed,6504,,1
323,341,Directed,6505,,1
299,180,Directed,6506,,1
242,80,Directed,6507,,1
285,117,Directed,6508,,1
252,123,Directed,6509,,1
51,83,Directed,6510,,1
214,116,Directed,6511,,1
252,322,Directed,6512,,1
161,258,Directed,6513,,1
248,21,Directed,6514,,1
56,212,Directed,6515,,1
217,119,Directed,6516,,1
236,280,Directed,6517,,1
116,140,Directed,6518,,1
325,59,Directed,6519,,1
320,108,Directed,6520,,1
186,170,Directed,6521,,1
257,272,Directed,6522,,1
53,332,Directed,6523,,1
295,212,Directed,6524,,1
13,223,Directed,6525,,1
265,239,Directed,6526,,1
334,165,Directed,6527,,1
254,330,Directed,6528,,1
223,199,Directed,6529,,1
21,136,Directed,6530,,1
174,19,Directed,6531,,1
213,96,Directed,6532,,1
9,280,Directed,6533,,1
315,98,Directed,6534,,1
129,31,Directed,6535,,1
251,281,Directed,6536,,1
88,164,Directed,6537,,1
240,23,Directed,6538,,1
325,26,Directed,6539,,1
285,277,Directed,6540,,1
98,128,Directed,6541,,1
224,332,Directed,6542,,1
297,200,Directed,6543,,1
29,231,Directed,6544,,1
130,204,Directed,6545,,1
1,88,Directed,6546,,1
221,322,Directed,6547,,1
98,59,Directed,6548,,1
315,128,Directed,6549,,1
54,313,Directed,6550,,1
164,88,Directed,6551,,1
87,213,Directed,6552,,1
334,277,Directed,6553,,1
272,185,Directed,6554,,1
309,281,Directed,6555,,1
122,280,Directed,6556,,1
331,271,Directed,6557,,1
119,280,Directed,6558,,1
22,87,Directed,6559,,1
119,128,Directed,6560,,1
158,82,Directed,6561,,1
271,142,Directed,6562,,1
323,285,Directed,6563,,1
103,136,Directed,6564,,1
204,249,Directed,6565,,1
227,23,Directed,6566,,1
329,106,Directed,6567,,1
341,56,Directed,6568,,1
226,14,Directed,6569,,1
197,36,Directed,6570,,1
262,115,Directed,6571,,1
334,304,Directed,6572,,1
265,223,Directed,6573,,1
44,20,Directed,6574,,1
272,271,Directed,6575,,1
67,200,Directed,6576,,1
169,236,Directed,6577,,1
149,2,Directed,6578,,1
341,274,Directed,6579,,1
315,26,Directed,6580,,1
56,30,Directed,6581,,1
325,239,Directed,6582,,1
31,129,Directed,6583,,1
130,73,Directed,6584,,1
95,89,Directed,6585,,1
186,21,Directed,6586,,1
325,211,Directed,6587,,1
57,80,Directed,6588,,1
206,178,Directed,6589,,1
322,62,Directed,6590,,1
226,116,Directed,6591,,1
77,40,Directed,6592,,1
31,338,Directed,6593,,1
325,200,Directed,6594,,1
109,252,Directed,6595,,1
67,332,Directed,6596,,1
181,195,Directed,6597,,1
161,9,Directed,6598,,1
88,106,Directed,6599,,1
136,304,Directed,6600,,1
170,260,Directed,6601,,1
130,88,Directed,6602,,1
80,92,Directed,6603,,1
322,88,Directed,6604,,1
53,204,Directed,6605,,1
91,110,Directed,6606,,1
14,116,Directed,6607,,1
188,342,Directed,6608,,1
194,249,Directed,6609,,1
53,330,Directed,6610,,1
67,252,Directed,6611,,1
172,118,Directed,6612,,1
20,41,Directed,6613,,1
248,200,Directed,6614,,1
308,338,Directed,6615,,1
197,108,Directed,6616,,1
96,224,Directed,6617,,1
98,272,Directed,6618,,1
211,222,Directed,6619,,1
150,64,Directed,6620,,1
224,67,Directed,6621,,1
304,98,Directed,6622,,1
310,137,Directed,6623,,1
132,158,Directed,6624,,1
105,21,Directed,6625,,1
21,308,Directed,6626,,1
219,319,Directed,6627,,1
245,8,Directed,6628,,1
308,7,Directed,6629,,1
265,325,Directed,6630,,1
315,121,Directed,6631,,1
41,115,Directed,6632,,1
284,281,Directed,6633,,1
106,231,Directed,6634,,1
169,315,Directed,6635,,1
67,325,Directed,6636,,1
26,55,Directed,6637,,1
156,188,Directed,6638,,1
101,194,Directed,6639,,1
277,170,Directed,6640,,1
258,188,Directed,6641,,1
19,174,Directed,6642,,1
304,334,Directed,6643,,1
271,331,Directed,6644,,1
239,67,Directed,6645,,1
222,199,Directed,6646,,1
332,208,Directed,6647,,1
312,305,Directed,6648,,1
328,218,Directed,6649,,1
110,259,Directed,6650,,1
170,271,Directed,6651,,1
66,67,Directed,6652,,1
341,188,Directed,6653,,1
200,9,Directed,6654,,1
199,113,Directed,6655,,1
67,271,Directed,6656,,1
134,67,Directed,6657,,1
115,116,Directed,6658,,1
94,254,Directed,6659,,1
227,86,Directed,6660,,1
67,26,Directed,6661,,1
39,141,Directed,6662,,1
118,342,Directed,6663,,1
220,115,Directed,6664,,1
261,297,Directed,6665,,1
252,82,Directed,6666,,1
189,100,Directed,6667,,1
339,334,Directed,6668,,1
218,275,Directed,6669,,1
313,261,Directed,6670,,1
101,266,Directed,6671,,1
101,302,Directed,6672,,1
49,192,Directed,6673,,1
59,325,Directed,6674,,1
169,21,Directed,6675,,1
67,280,Directed,6676,,1
134,252,Directed,6677,,1
30,236,Directed,6678,,1
322,308,Directed,6679,,1
119,82,Directed,6680,,1
100,217,Directed,6681,,1
111,20,Directed,6682,,1
122,123,Directed,6683,,1
94,180,Directed,6684,,1
346,300,Directed,6685,,1
322,21,Directed,6686,,1
293,19,Directed,6687,,1
56,199,Directed,6688,,1
203,56,Directed,6689,,1
314,82,Directed,6690,,1
158,22,Directed,6691,,1
118,172,Directed,6692,,1
239,169,Directed,6693,,1
223,342,Directed,6694,,1
184,36,Directed,6695,,1
311,325,Directed,6696,,1
208,291,Directed,6697,,1
56,222,Directed,6698,,1
239,295,Directed,6699,,1
56,313,Directed,6700,,1
272,277,Directed,6701,,1
199,134,Directed,6702,,1
9,119,Directed,6703,,1
88,80,Directed,6704,,1
185,280,Directed,6705,,1
331,203,Directed,6706,,1
310,111,Directed,6707,,1
25,199,Directed,6708,,1
200,113,Directed,6709,,1
184,57,Directed,6710,,1
72,291,Directed,6711,,1
285,303,Directed,6712,,1
299,92,Directed,6713,,1
56,211,Directed,6714,,1
322,9,Directed,6715,,1
13,313,Directed,6716,,1
322,276,Directed,6717,,1
334,9,Directed,6718,,1
5,187,Directed,6719,,1
119,26,Directed,6720,,1
60,291,Directed,6721,,1
89,95,Directed,6722,,1
9,156,Directed,6723,,1
337,111,Directed,6724,,1
141,304,Directed,6725,,1
322,158,Directed,6726,,1
28,226,Directed,6727,,1
203,325,Directed,6728,,1
200,276,Directed,6729,,1
176,25,Directed,6730,,1
7,65,Directed,6731,,1
21,235,Directed,6732,,1
129,291,Directed,6733,,1
204,266,Directed,6734,,1
252,265,Directed,6735,,1
64,119,Directed,6736,,1
119,125,Directed,6737,,1
119,325,Directed,6738,,1
73,130,Directed,6739,,1
9,66,Directed,6740,,1
142,109,Directed,6741,,1
213,53,Directed,6742,,1
271,119,Directed,6743,,1
99,102,Directed,6744,,1
280,105,Directed,6745,,1
251,135,Directed,6746,,1
312,220,Directed,6747,,1
186,236,Directed,6748,,1
277,98,Directed,6749,,1
120,277,Directed,6750,,1
26,304,Directed,6751,,1
315,280,Directed,6752,,1
1,92,Directed,6753,,1
144,17,Directed,6754,,1
239,55,Directed,6755,,1
339,31,Directed,6756,,1
5,315,Directed,6757,,1
252,25,Directed,6758,,1
125,169,Directed,6759,,1
224,213,Directed,6760,,1
99,23,Directed,6761,,1
136,122,Directed,6762,,1
236,121,Directed,6763,,1
56,277,Directed,6764,,1
82,170,Directed,6765,,1
265,238,Directed,6766,,1
41,17,Directed,6767,,1
88,322,Directed,6768,,1
325,304,Directed,6769,,1
332,291,Directed,6770,,1
313,170,Directed,6771,,1
199,291,Directed,6772,,1
280,122,Directed,6773,,1
324,199,Directed,6774,,1
188,9,Directed,6775,,1
132,45,Directed,6776,,1
130,25,Directed,6777,,1
75,304,Directed,6778,,1
291,169,Directed,6779,,1
6,147,Directed,6780,,1
194,254,Directed,6781,,1
142,170,Directed,6782,,1
21,121,Directed,6783,,1
8,264,Directed,6784,,1
88,303,Directed,6785,,1
271,170,Directed,6786,,1
48,80,Directed,6787,,1
25,280,Directed,6788,,1
94,92,Directed,6789,,1
299,249,Directed,6790,,1
175,277,Directed,6791,,1
113,25,Directed,6792,,1
186,128,Directed,6793,,1
104,188,Directed,6794,,1
302,315,Directed,6795,,1
334,169,Directed,6796,,1
304,272,Directed,6797,,1
313,342,Directed,6798,,1
203,261,Directed,6799,,1
118,324,Directed,6800,,1
30,329,Directed,6801,,1
310,151,Directed,6802,,1
303,132,Directed,6803,,1
153,280,Directed,6804,,1
303,285,Directed,6805,,1
264,8,Directed,6806,,1
105,257,Directed,6807,,1
199,186,Directed,6808,,1
224,9,Directed,6809,,1
25,291,Directed,6810,,1
104,169,Directed,6811,,1
274,40,Directed,6812,,1
339,313,Directed,6813,,1
122,31,Directed,6814,,1
308,323,Directed,6815,,1
186,221,Directed,6816,,1
40,315,Directed,6817,,1
224,276,Directed,6818,,1
161,271,Directed,6819,,1
111,17,Directed,6820,,1
252,186,Directed,6821,,1
203,285,Directed,6822,,1
189,64,Directed,6823,,1
203,118,Directed,6824,,1
338,308,Directed,6825,,1
308,87,Directed,6826,,1
280,315,Directed,6827,,1
169,122,Directed,6828,,1
67,128,Directed,6829,,1
178,322,Directed,6830,,1
156,122,Directed,6831,,1
194,92,Directed,6832,,1
280,142,Directed,6833,,1
26,40,Directed,6834,,1
307,230,Directed,6835,,1
204,57,Directed,6836,,1
248,119,Directed,6837,,1
104,325,Directed,6838,,1
186,239,Directed,6839,,1
189,150,Directed,6840,,1
128,252,Directed,6841,,1
136,169,Directed,6842,,1
132,119,Directed,6843,,1
199,9,Directed,6844,,1
150,189,Directed,6845,,1
128,170,Directed,6846,,1
239,261,Directed,6847,,1
308,26,Directed,6848,,1
26,69,Directed,6849,,1
122,203,Directed,6850,,1
36,184,Directed,6851,,1
293,174,Directed,6852,,1
277,159,Directed,6853,,1
115,343,Directed,6854,,1
41,116,Directed,6855,,1
315,324,Directed,6856,,1
280,239,Directed,6857,,1
251,21,Directed,6858,,1
26,315,Directed,6859,,1
169,104,Directed,6860,,1
53,213,Directed,6861,,1
199,40,Directed,6862,,1
109,21,Directed,6863,,1
236,257,Directed,6864,,1
25,277,Directed,6865,,1
339,22,Directed,6866,,1
186,322,Directed,6867,,1
236,13,Directed,6868,,1
313,118,Directed,6869,,1
285,185,Directed,6870,,1
332,200,Directed,6871,,1
142,134,Directed,6872,,1
252,315,Directed,6873,,1
296,99,Directed,6874,,1
36,108,Directed,6875,,1
40,329,Directed,6876,,1
212,232,Directed,6877,,1
217,64,Directed,6878,,1
53,101,Directed,6879,,1
170,200,Directed,6880,,1
118,199,Directed,6881,,1
122,200,Directed,6882,,1
271,236,Directed,6883,,1
130,257,Directed,6884,,1
118,65,Directed,6885,,1
322,257,Directed,6886,,1
75,67,Directed,6887,,1
161,277,Directed,6888,,1
291,158,Directed,6889,,1
77,332,Directed,6890,,1
143,68,Directed,6891,,1
3,67,Directed,6892,,1
297,65,Directed,6893,,1
342,118,Directed,6894,,1
167,32,Directed,6895,,1
214,137,Directed,6896,,1
132,315,Directed,6897,,1
26,298,Directed,6898,,1
98,141,Directed,6899,,1
64,189,Directed,6900,,1
259,110,Directed,6901,,1
19,214,Directed,6902,,1
25,200,Directed,6903,,1
265,298,Directed,6904,,1
24,101,Directed,6905,,1
119,13,Directed,6906,,1
238,211,Directed,6907,,1
56,231,Directed,6908,,1
75,56,Directed,6909,,1
143,225,Directed,6910,,1
234,239,Directed,6911,,1
330,204,Directed,6912,,1
172,261,Directed,6913,,1
62,170,Directed,6914,,1
345,186,Directed,6915,,1
127,251,Directed,6916,,1
25,88,Directed,6917,,1
304,75,Directed,6918,,1
136,308,Directed,6919,,1
38,248,Directed,6920,,1
261,314,Directed,6921,,1
186,188,Directed,6922,,1
200,271,Directed,6923,,1
56,342,Directed,6924,,1
200,285,Directed,6925,,1
200,26,Directed,6926,,1
9,170,Directed,6927,,1
122,261,Directed,6928,,1
105,236,Directed,6929,,1
4,152,Directed,6930,,1
204,329,Directed,6931,,1
139,251,Directed,6932,,1
62,223,Directed,6933,,1
40,72,Directed,6934,,1
285,196,Directed,6935,,1
96,213,Directed,6936,,1
118,13,Directed,6937,,1
91,245,Directed,6938,,1
26,276,Directed,6939,,1
158,142,Directed,6940,,1
315,329,Directed,6941,,1
271,185,Directed,6942,,1
67,104,Directed,6943,,1
200,280,Directed,6944,,1
180,24,Directed,6945,,1
101,53,Directed,6946,,1
115,41,Directed,6947,,1
185,25,Directed,6948,,1
13,67,Directed,6949,,1
213,315,Directed,6950,,1
68,227,Directed,6951,,1
186,323,Directed,6952,,1
213,128,Directed,6953,,1
67,213,Directed,6954,,1
214,41,Directed,6955,,1
9,342,Directed,6956,,1
252,199,Directed,6957,,1
24,299,Directed,6958,,1
318,123,Directed,6959,,1
92,204,Directed,6960,,1
122,25,Directed,6961,,1
297,252,Directed,6962,,1
100,269,Directed,6963,,1
56,72,Directed,6964,,1
261,211,Directed,6965,,1
322,75,Directed,6966,,1
122,55,Directed,6967,,1
154,219,Directed,6968,,1
236,303,Directed,6969,,1
75,323,Directed,6970,,1
26,161,Directed,6971,,1
21,236,Directed,6972,,1
249,304,Directed,6973,,1
344,185,Directed,6974,,1
344,212,Directed,6975,,1
14,28,Directed,6976,,1
13,252,Directed,6977,,1
178,303,Directed,6978,,1
211,103,Directed,6979,,1
60,239,Directed,6980,,1
186,104,Directed,6981,,1
203,342,Directed,6982,,1
8,259,Directed,6983,,1
271,199,Directed,6984,,1
342,165,Directed,6985,,1
82,314,Directed,6986,,1
7,322,Directed,6987,,1
322,242,Directed,6988,,1
123,26,Directed,6989,,1
211,342,Directed,6990,,1
13,82,Directed,6991,,1
187,346,Directed,6992,,1
322,329,Directed,6993,,1
113,313,Directed,6994,,1
261,122,Directed,6995,,1
104,203,Directed,6996,,1
198,166,Directed,6997,,1
142,56,Directed,6998,,1
116,144,Directed,6999,,1
295,26,Directed,7000,,1
169,185,Directed,7001,,1
211,285,Directed,7002,,1
344,67,Directed,7003,,1
84,237,Directed,7004,,1
329,16,Directed,7005,,1
122,303,Directed,7006,,1
53,249,Directed,7007,,1
122,56,Directed,7008,,1
67,13,Directed,7009,,1
82,199,Directed,7010,,1
48,330,Directed,7011,,1
346,130,Directed,7012,,1
40,169,Directed,7013,,1
109,203,Directed,7014,,1
152,275,Directed,7015,,1
59,250,Directed,7016,,1
68,143,Directed,7017,,1
180,242,Directed,7018,,1
296,175,Directed,7019,,1
101,330,Directed,7020,,1
165,113,Directed,7021,,1
126,260,Directed,7022,,1
21,271,Directed,7023,,1
17,41,Directed,7024,,1
82,59,Directed,7025,,1
342,261,Directed,7026,,1
297,56,Directed,7027,,1
142,334,Directed,7028,,1
291,87,Directed,7029,,1
342,314,Directed,7030,,1
178,231,Directed,7031,,1
109,303,Directed,7032,,1
